T	B	Gr	NK_56	NK_16
0	228	430	318	0
739	0	0	238	0
0	412	429	136	0
142	131	162	389	153
107	397	357	117	0
138	0	715	125	0
0	0	386	411	181
591	216	0	0	171
316	106	139	417	0
0	303	476	0	200
451	528	0	0	0
107	0	522	350	0
0	519	273	0	187
237	254	150	338	0
292	123	104	460	0
0	133	451	395	0
386	0	349	245	0
0	0	260	720	0
146	400	113	321	0
480	0	289	211	0
0	0	0	216	765
0	159	357	465	0
0	0	223	388	371
0	288	391	303	0
205	442	0	335	0
112	104	251	515	0
158	124	277	423	0
0	200	328	455	0
0	386	352	245	0
0	109	235	465	174
359	255	0	370	0
307	677	0	0	0
325	0	493	166	0
0	0	209	548	227
153	217	286	328	0
0	0	560	234	190
0	243	273	468	0
285	278	0	422	0
278	357	210	0	140
290	338	117	240	0
0	443	265	277	0
0	0	492	493	0
369	0	198	418	0
239	266	170	310	0
341	156	133	356	0
986	0	0	0	0
0	292	299	208	187
0	0	496	491	0
268	0	206	513	0
0	155	251	428	153
0	509	478	0	0
0	176	376	435	0
0	230	267	491	0
0	303	233	452	0
415	248	0	325	0
299	0	356	333	0
313	120	106	248	201
191	0	181	354	262
288	173	204	323	0
282	263	234	209	0
0	313	433	242	0
338	296	188	0	166
251	608	0	129	0
110	436	270	0	173
0	0	149	840	0
0	0	522	467	0
375	215	213	186	0
128	144	318	239	160
155	136	118	419	161
410	385	0	0	194
323	339	223	105	0
0	163	490	337	0
149	144	467	230	0
0	167	450	212	162
0	216	273	502	0
109	159	296	427	0
123	465	108	121	175
0	135	503	354	0
375	149	134	188	146
394	228	186	184	0
0	156	357	480	0
0	118	273	602	0
135	283	332	243	0
130	115	443	305	0
121	278	141	208	246
0	151	377	231	235
246	326	0	422	0
473	143	166	213	0
436	0	305	254	0
255	209	148	217	166
487	312	197	0	0
0	0	422	574	0
0	581	140	276	0
106	0	216	542	133
0	234	529	234	0
665	128	204	0	0
0	0	705	293	0
220	155	206	264	154
0	215	357	427	0
0	0	543	247	209
155	225	194	425	0
0	264	228	376	132
142	387	114	357	0
0	0	882	118	0
222	179	432	0	167
155	126	357	231	131
0	296	390	160	154
590	237	0	0	173
101	202	200	497	0
179	281	236	304	0
438	120	0	442	0
0	0	237	468	295
0	272	374	355	0
350	0	196	456	0
237	0	316	449	0
0	110	263	629	0
446	557	0	0	0
0	0	182	821	0
0	560	185	258	0
0	523	0	480	0
317	214	237	236	0
444	232	0	328	0
0	172	430	403	0
126	296	271	312	0
0	0	591	268	146
439	119	211	236	0
127	0	0	385	494
172	314	167	353	0
0	143	324	347	192
0	284	0	722	0
0	421	169	258	158
610	270	0	0	126
0	0	381	475	151
133	593	118	163	0
0	707	191	109	0
0	108	336	388	176
0	0	413	595	0
172	0	160	516	161
252	0	289	468	0
217	282	0	111	399
174	287	0	375	173
837	173	0	0	0
0	127	257	251	376
667	0	0	345	0
294	302	0	257	159
383	225	105	299	0
147	0	0	0	865
163	228	390	231	0
214	0	280	518	0
0	0	289	723	0
0	0	233	780	0
213	173	173	247	207
0	0	561	452	0
0	0	342	672	0
249	249	194	322	0
114	0	0	900	0
278	335	260	141	0
0	401	500	113	0
0	420	323	272	0
0	0	0	106	909
255	223	182	355	0
270	126	351	111	157
0	349	429	237	0
120	239	241	415	0
453	0	168	394	0
130	292	130	464	0
486	150	127	253	0
288	272	179	277	0
0	175	152	579	110
363	493	160	0	0
739	138	0	139	0
556	179	168	113	0
0	0	277	740	0
0	335	0	125	557
0	0	425	592	0
0	566	199	253	0
280	0	486	252	0
874	144	0	0	0
0	122	148	592	156
198	0	499	321	0
112	305	405	197	0
359	286	256	118	0
0	490	181	140	208
0	174	0	845	0
0	274	257	225	263
156	277	319	267	0
187	0	341	492	0
0	1020	0	0	0
541	0	292	0	187
357	321	134	208	0
491	254	275	0	0
372	114	238	296	0
276	0	275	469	0
0	0	118	903	0
493	104	270	154	0
388	234	123	276	0
0	0	626	219	176
132	0	444	445	0
0	1021	0	0	0
0	335	570	116	0
0	149	308	564	0
0	0	561	461	0
468	169	0	202	183
118	120	129	142	513
343	301	0	115	263
248	234	281	259	0
0	198	486	339	0
329	101	431	0	162
0	270	123	110	520
0	254	314	455	0
0	372	235	416	0
0	414	269	341	0
189	432	267	136	0
0	252	209	563	0
252	115	209	448	0
481	0	248	112	184
0	0	313	567	145
0	128	216	681	0
473	270	106	0	177
289	145	336	256	0
579	0	176	271	0
144	387	250	245	0
138	438	246	204	0
177	0	200	478	172
285	140	365	237	0
138	172	242	475	0
115	473	317	122	0
119	0	507	401	0
139	407	227	254	0
514	120	0	104	289
599	0	429	0	0
0	0	224	661	143
266	110	232	420	0
106	101	389	433	0
0	157	404	468	0
346	285	0	0	398
0	595	0	218	217
101	222	250	228	229
319	149	287	103	172
140	141	0	454	296
126	347	102	456	0
263	125	423	220	0
644	0	103	284	0
423	251	156	0	201
306	0	415	134	176
0	106	365	455	106
0	0	707	166	159
761	162	109	0	0
409	164	300	0	159
0	122	181	729	0
126	160	314	432	0
162	0	0	512	358
0	144	129	508	251
215	471	346	0	0
0	114	175	592	152
425	136	246	226	0
0	117	341	466	109
101	479	352	101	0
348	0	245	294	147
192	645	197	0	0
153	128	264	159	330
0	446	194	394	0
120	215	387	200	112
357	0	408	270	0
786	249	0	0	0
0	0	553	482	0
0	0	378	481	177
467	288	157	124	0
472	318	115	131	0
164	0	398	474	0
0	0	782	254	0
507	428	0	101	0
411	626	0	0	0
0	472	0	565	0
133	135	244	140	385
368	223	112	334	0
0	0	374	425	238
0	737	0	112	188
0	156	171	505	205
0	459	302	277	0
314	115	275	334	0
0	0	0	0	1038
310	273	455	0	0
0	0	348	690	0
436	127	212	263	0
144	238	209	448	0
240	278	358	163	0
105	108	224	602	0
0	0	608	431	0
0	0	112	769	160
0	0	0	0	1042
272	362	409	0	0
787	131	0	126	0
123	175	559	187	0
0	0	163	228	653
0	0	0	0	1044
664	131	0	249	0
475	131	217	221	0
409	339	121	175	0
0	106	363	382	193
651	160	233	0	0
0	141	120	315	468
0	0	0	0	1044
0	0	512	391	142
0	0	512	533	0
114	470	219	242	0
0	173	293	580	0
0	266	383	397	0
443	241	0	363	0
718	136	193	0	0
276	135	636	0	0
0	0	233	703	112
102	241	250	284	171
142	256	401	249	0
0	107	276	346	319
298	137	129	485	0
0	0	195	854	0
0	578	120	351	0
0	134	380	201	334
516	533	0	0	0
384	0	320	345	0
463	209	270	107	0
326	273	0	125	325
0	450	318	282	0
0	331	335	121	263
0	0	240	810	0
638	299	0	113	0
113	103	531	303	0
287	150	350	111	153
164	0	453	434	0
0	0	244	680	127
377	0	250	424	0
186	390	146	133	196
141	266	201	443	0
0	0	0	0	1052
0	398	435	0	219
0	0	156	896	0
403	117	325	207	0
0	149	0	0	904
143	119	452	339	0
110	0	159	614	171
225	276	236	317	0
318	392	110	234	0
0	293	351	410	0
540	113	281	121	0
103	0	506	446	0
143	112	215	586	0
249	0	412	395	0
0	381	0	526	149
187	159	343	367	0
0	874	0	0	182
245	386	313	112	0
0	0	343	565	149
265	133	415	244	0
221	247	216	221	152
0	107	404	546	0
0	0	0	148	910
0	411	400	247	0
582	107	369	0	0
177	0	556	325	0
0	580	236	242	0
540	129	245	0	145
308	568	183	0	0
159	0	531	369	0
281	0	211	567	0
580	303	0	0	177
308	517	124	111	0
402	270	277	0	111
191	0	439	431	0
478	154	181	248	0
0	142	348	571	0
431	383	104	0	143
0	242	290	223	306
687	127	125	0	122
186	0	360	516	0
151	382	400	129	0
135	329	295	0	303
0	284	441	337	0
324	152	210	377	0
0	231	335	497	0
0	118	208	737	0
0	0	224	536	304
197	169	413	128	157
411	347	164	0	143
626	439	0	0	0
0	376	302	218	169
139	272	438	216	0
372	166	302	225	0
331	313	122	299	0
0	0	381	202	482
484	0	466	116	0
514	194	116	242	0
0	0	0	0	1066
0	0	678	389	0
0	0	0	0	1067
360	265	215	227	0
0	196	409	0	462
0	581	487	0	0
0	0	454	450	164
0	106	568	394	0
0	135	440	327	166
0	166	145	757	0
1068	0	0	0	0
146	0	403	350	169
194	149	169	557	0
0	0	235	691	143
724	237	108	0	0
146	123	477	324	0
305	244	171	350	0
786	134	0	151	0
211	214	273	235	138
266	134	0	671	0
0	141	140	611	179
146	137	625	164	0
683	0	0	218	171
799	273	0	0	0
280	411	103	115	163
0	635	163	274	0
147	293	117	339	177
356	197	0	191	329
0	394	182	321	177
0	0	0	0	1074
143	599	0	134	198
0	164	304	606	0
0	210	672	192	0
446	143	128	357	0
450	0	151	474	0
493	280	110	193	0
103	0	623	198	152
553	277	121	125	0
0	275	330	338	134
0	251	357	469	0
0	112	564	402	0
583	183	152	160	0
0	394	345	339	0
154	208	201	515	0
0	0	372	563	143
0	0	516	397	165
145	410	417	107	0
128	512	214	225	0
218	379	238	245	0
207	196	407	131	139
0	352	443	286	0
180	291	380	230	0
120	376	261	324	0
165	350	189	377	0
289	225	115	454	0
510	328	135	0	110
700	0	192	191	0
101	484	0	124	374
128	121	386	449	0
480	420	0	0	184
0	142	148	674	121
0	0	0	911	174
0	0	0	0	1086
0	167	221	115	583
0	0	377	710	0
110	0	624	353	0
111	154	408	271	143
231	0	325	0	531
674	101	205	107	0
132	272	541	143	0
0	524	260	185	119
321	515	0	252	0
0	184	519	219	166
295	306	275	0	212
0	307	203	579	0
0	0	733	356	0
0	0	451	355	283
0	0	386	517	186
248	155	212	475	0
0	0	0	0	1090
0	347	198	368	177
147	579	0	364	0
478	158	218	236	0
288	132	470	0	201
142	233	0	349	367
1092	0	0	0	0
344	156	113	272	207
0	310	151	631	0
299	178	231	228	157
121	270	0	703	0
246	312	372	0	164
310	168	0	617	0
0	364	193	538	0
722	0	173	200	0
119	0	197	633	146
0	292	559	106	139
0	261	583	102	150
0	0	0	317	779
0	0	555	542	0
0	106	318	673	0
116	0	411	447	123
134	357	287	155	164
570	149	170	209	0
384	0	269	259	186
166	344	156	303	129
0	0	0	0	1098
153	538	294	113	0
154	265	291	389	0
361	553	185	0	0
650	270	179	0	0
0	301	217	419	162
184	228	179	510	0
629	0	0	140	332
0	0	620	292	189
261	583	152	105	0
0	178	618	141	165
0	110	352	502	138
440	272	123	267	0
1103	0	0	0	0
0	121	326	503	153
388	599	116	0	0
0	0	343	761	0
0	0	328	776	0
430	0	261	413	0
0	253	466	386	0
480	0	278	348	0
828	279	0	0	0
290	263	239	316	0
0	295	427	386	0
0	261	413	434	0
818	0	176	114	0
0	145	168	797	0
0	0	0	107	1003
131	358	131	490	0
0	0	0	0	1110
0	456	245	409	0
127	0	305	530	148
0	372	0	738	0
113	373	520	104	0
907	0	101	103	0
270	0	326	516	0
0	278	207	432	195
503	0	507	102	0
281	239	184	140	268
436	255	201	221	0
353	616	0	144	0
0	0	538	380	195
269	248	435	162	0
305	499	310	0	0
107	284	526	198	0
0	339	115	490	171
106	183	520	306	0
138	0	310	564	103
0	0	389	217	510
0	285	576	127	128
570	235	0	209	103
0	391	464	262	0
0	498	398	221	0
332	285	118	382	0
282	267	358	211	0
177	373	253	155	160
0	323	247	137	412
1119	0	0	0	0
113	236	408	108	255
106	0	575	279	160
0	0	0	248	872
487	419	0	214	0
149	281	222	468	0
769	0	0	352	0
0	600	397	124	0
656	116	126	223	0
682	242	0	198	0
0	411	288	424	0
0	0	282	841	0
0	295	531	141	156
0	1123	0	0	0
186	153	670	114	0
141	138	472	372	0
0	0	0	0	1124
663	210	140	111	0
477	0	169	187	291
0	0	198	926	0
0	244	448	432	0
0	183	429	283	229
533	340	0	252	0
121	0	274	0	730
860	265	0	0	0
249	0	0	0	876
0	125	151	689	160
129	0	357	639	0
486	283	135	221	0
0	132	0	0	994
159	141	111	555	160
0	0	667	270	189
276	278	352	220	0
0	390	278	310	149
121	483	406	118	0
0	0	229	0	899
0	208	214	594	112
126	628	171	203	0
0	819	186	123	0
399	295	225	209	0
0	435	252	441	0
414	0	121	594	0
160	166	318	485	0
239	322	312	0	256
0	922	0	207	0
0	142	0	0	987
299	511	319	0	0
159	0	0	0	970
250	312	102	466	0
289	317	122	402	0
155	0	633	343	0
0	0	0	0	1132
986	0	0	146	0
124	245	0	179	584
0	352	496	111	174
0	0	704	429	0
0	708	0	0	425
0	398	368	205	162
144	731	0	258	0
0	136	219	778	0
0	237	348	549	0
296	122	451	265	0
159	0	509	466	0
539	176	175	244	0
0	143	514	477	0
767	0	154	213	0
0	0	306	829	0
0	0	0	0	1135
466	120	171	378	0
278	167	345	345	0
283	524	329	0	0
490	357	0	114	175
705	144	0	119	169
205	183	242	507	0
350	120	458	209	0
284	115	150	588	0
618	135	221	0	163
0	400	302	435	0
0	278	395	282	182
128	0	669	340	0
734	173	0	231	0
419	359	0	360	0
398	114	285	341	0
0	741	110	120	167
133	353	283	369	0
0	407	324	407	0
139	491	363	145	0
338	117	417	117	150
0	212	223	552	152
0	508	391	240	0
101	607	325	0	106
286	206	303	344	0
0	0	614	348	177
612	313	215	0	0
224	659	154	103	0
353	144	162	481	0
749	272	0	119	0
270	591	130	149	0
416	139	0	586	0
258	614	133	136	0
169	0	402	370	200
485	542	0	114	0
0	0	0	0	1142
168	424	184	366	0
0	196	586	361	0
0	356	517	270	0
136	396	209	402	0
143	561	440	0	0
368	225	389	162	0
0	219	368	361	196
0	0	500	645	0
0	306	209	630	0
164	168	653	0	160
0	0	397	544	205
0	144	607	395	0
307	307	178	138	217
343	311	232	110	151
192	0	522	433	0
121	397	514	115	0
0	617	223	201	106
0	0	0	0	1147
0	130	685	333	0
0	1148	0	0	0
0	0	256	487	405
124	307	249	468	0
0	279	741	129	0
102	0	465	582	0
0	0	730	419	0
0	0	572	397	180
0	0	499	116	535
0	488	162	353	147
220	0	708	222	0
432	169	228	321	0
0	336	253	204	357
691	460	0	0	0
555	0	111	485	0
179	372	460	140	0
0	181	161	375	434
161	353	281	357	0
663	0	139	350	0
0	126	622	109	295
0	323	578	251	0
113	530	330	0	180
0	150	251	752	0
251	0	261	641	0
0	496	248	409	0
156	453	544	0	0
191	104	481	378	0
241	312	425	0	176
0	241	436	477	0
228	298	306	322	0
0	116	240	404	394
245	239	543	128	0
176	329	414	236	0
130	469	207	205	144
210	119	417	409	0
134	0	682	340	0
0	339	490	327	0
0	407	311	326	113
479	437	129	112	0
167	119	430	441	0
0	144	373	116	524
141	579	215	223	0
371	0	415	372	0
606	299	108	146	0
0	529	270	360	0
844	315	0	0	0
402	158	441	0	160
0	172	320	288	382
153	404	213	392	0
368	341	301	0	153
652	0	405	106	0
0	501	156	207	299
0	110	0	610	444
0	277	233	0	654
309	123	219	515	0
0	204	0	0	962
191	273	0	0	702
0	0	275	891	0
216	103	311	537	0
0	164	252	568	183
431	0	0	736	0
150	491	209	317	0
0	0	0	0	1168
288	777	103	0	0
409	596	163	0	0
395	300	0	203	270
0	0	642	527	0
397	283	113	376	0
125	361	337	346	0
792	274	0	104	0
0	333	426	411	0
214	206	264	486	0
0	650	165	355	0
0	292	378	500	0
140	157	160	527	187
603	145	125	298	0
0	306	525	341	0
398	142	194	438	0
0	371	295	506	0
126	500	270	276	0
152	330	333	357	0
0	107	445	513	107
153	237	0	202	581
516	0	212	445	0
0	135	351	490	197
0	246	266	661	0
0	0	482	691	0
347	312	160	355	0
126	132	521	214	181
0	510	238	246	181
269	338	196	229	143
175	628	0	372	0
0	685	309	0	181
307	500	141	228	0
0	224	137	815	0
0	0	668	509	0
0	513	443	221	0
0	294	428	455	0
0	108	370	700	0
232	688	0	258	0
0	134	863	181	0
590	588	0	0	0
1178	0	0	0	0
678	0	206	0	296
138	0	0	0	1043
306	0	370	505	0
244	476	121	340	0
736	0	0	445	0
246	172	297	466	0
144	307	227	503	0
0	225	217	487	253
103	118	220	367	375
0	130	291	605	158
0	809	375	0	0
0	157	0	0	1028
279	116	213	577	0
354	231	356	116	130
148	133	438	304	164
122	714	215	137	0
619	129	122	318	0
303	586	188	112	0
165	273	272	313	166
135	226	299	530	0
290	242	268	390	0
136	262	156	636	0
0	0	0	0	1190
0	284	403	329	174
131	335	148	576	0
190	185	342	473	0
354	642	194	0	0
555	120	267	249	0
0	179	410	329	273
0	131	223	838	0
443	0	208	196	345
348	168	446	231	0
963	230	0	0	0
0	0	230	519	444
0	0	552	641	0
263	123	159	0	649
163	137	289	606	0
0	149	666	229	151
0	213	363	435	184
0	0	0	0	1195
322	451	0	296	127
0	579	481	0	136
232	0	481	484	0
0	0	222	450	525
115	212	314	556	0
894	0	303	0	0
208	644	0	345	0
0	491	415	292	0
0	0	0	0	1198
103	262	461	374	0
0	280	383	537	0
265	114	308	310	203
111	111	510	469	0
309	306	316	270	0
0	0	681	351	169
159	0	246	796	0
108	326	327	440	0
0	111	486	604	0
422	0	219	560	0
0	0	0	0	1202
0	0	292	606	304
619	317	126	140	0
173	437	314	114	164
0	515	230	458	0
0	429	472	302	0
0	0	1027	177	0
325	358	268	254	0
128	0	365	712	0
0	288	376	541	0
316	179	569	141	0
0	0	587	432	186
0	163	440	337	266
0	0	446	761	0
521	146	295	245	0
0	326	347	534	0
0	132	580	152	343
0	381	464	363	0
0	266	252	690	0
0	138	480	590	0
867	110	0	233	0
238	115	125	732	0
0	0	0	0	1211
987	0	120	104	0
0	0	0	0	1212
0	0	0	0	1212
353	161	167	531	0
0	0	0	257	955
0	116	289	313	494
351	222	164	305	170
610	132	122	348	0
333	335	323	222	0
442	186	152	433	0
150	289	277	497	0
691	152	249	121	0
624	193	178	218	0
546	111	182	376	0
162	435	280	338	0
409	119	229	313	145
554	171	344	146	0
0	233	481	501	0
115	0	587	380	133
209	570	0	436	0
110	114	452	242	297
0	214	335	545	122
0	0	809	407	0
0	126	657	321	112
266	665	158	127	0
145	266	581	225	0
310	224	286	262	136
0	0	511	707	0
267	0	233	719	0
272	0	512	435	0
0	0	112	904	203
595	205	0	419	0
114	233	252	475	145
0	130	408	561	120
0	137	626	456	0
0	0	567	502	151
165	403	450	0	202
560	377	115	0	168
763	163	0	0	294
116	319	413	372	0
293	462	195	270	0
736	217	0	267	0
330	244	370	132	145
0	0	611	611	0
0	236	301	686	0
143	415	185	480	0
383	655	186	0	0
229	423	349	223	0
155	0	455	614	0
0	226	376	343	279
0	0	0	0	1225
241	129	573	283	0
356	320	0	435	115
640	0	274	314	0
0	0	513	590	127
461	294	186	118	172
134	402	445	250	0
350	0	536	345	0
0	423	135	373	301
0	0	846	234	152
0	493	392	348	0
0	361	764	109	0
0	288	300	483	164
209	0	562	465	0
114	397	268	457	0
0	552	382	302	0
0	112	387	389	348
0	254	798	0	184
516	0	402	318	0
293	302	344	297	0
0	0	475	762	0
0	161	343	733	0
435	0	424	378	0
257	705	0	275	0
199	139	453	447	0
0	181	661	396	0
353	512	116	258	0
132	289	430	388	0
439	276	414	110	0
0	0	431	809	0
153	365	188	368	166
131	0	113	501	495
367	189	194	351	140
140	278	205	618	0
0	385	628	229	0
0	0	373	869	0
255	351	427	210	0
104	155	652	333	0
0	130	420	322	373
261	316	334	203	131
0	1246	0	0	0
0	285	564	397	0
147	170	432	322	175
269	0	532	445	0
179	498	319	250	0
189	0	451	349	258
1124	124	0	0	0
0	302	282	664	0
112	0	336	801	0
242	254	209	544	0
881	134	0	234	0
140	332	303	475	0
0	0	307	836	107
297	0	483	352	118
105	0	386	759	0
0	0	707	386	157
131	254	325	540	0
128	0	640	483	0
0	154	704	393	0
457	0	0	403	391
148	251	396	456	0
397	378	0	477	0
254	134	409	455	0
975	277	0	0	0
306	117	452	378	0
0	0	432	565	256
368	201	341	343	0
221	285	312	242	194
833	262	159	0	0
0	197	242	628	187
0	265	571	418	0
613	0	101	540	0
0	483	260	511	0
1255	0	0	0	0
454	242	166	393	0
315	468	263	209	0
0	274	482	500	0
148	143	728	237	0
0	581	176	500	0
0	183	438	636	0
620	150	232	121	135
340	163	304	253	199
322	559	0	378	0
0	202	180	718	160
0	139	598	346	177
118	101	406	510	125
126	0	281	218	635
581	231	211	129	108
256	251	140	445	168
167	0	484	420	189
0	0	0	0	1261
0	322	600	184	156
302	435	218	140	167
0	277	317	516	153
0	0	545	614	104
287	274	463	239	0
0	473	0	791	0
134	449	213	468	0
0	359	391	341	174
186	350	0	378	351
1120	0	0	145	0
0	152	573	228	314
376	328	172	391	0
152	0	450	473	193
0	0	287	981	0
168	134	571	395	0
0	110	239	919	0
179	432	226	432	0
308	0	608	0	353
410	0	323	536	0
112	144	532	328	153
209	505	180	375	0
230	271	321	447	0
361	214	114	581	0
309	482	186	127	166
137	0	424	371	339
1024	247	0	0	0
464	268	126	413	0
243	0	340	688	0
1271	0	0	0	0
123	270	252	489	138
0	0	492	780	0
371	138	290	325	149
426	624	223	0	0
159	723	112	280	0
106	415	368	213	172
0	308	447	519	0
0	350	569	355	0
531	373	0	0	371
191	0	684	400	0
151	448	546	130	0
196	206	150	724	0
162	374	400	0	340
0	391	257	492	138
306	287	563	122	0
235	390	313	341	0
317	368	161	244	189
198	176	517	281	107
339	182	304	455	0
307	117	382	332	142
0	300	171	0	810
345	0	506	431	0
208	388	349	0	337
128	492	363	299	0
0	1030	0	252	0
175	141	436	359	172
0	525	281	477	0
411	385	370	117	0
0	0	0	112	1171
462	124	361	338	0
317	356	112	500	0
0	215	381	689	0
583	541	161	0	0
123	128	0	878	156
170	323	295	497	0
686	136	0	269	195
0	0	547	571	168
255	280	398	353	0
540	227	192	184	143
123	257	632	274	0
1287	0	0	0	0
337	609	168	0	173
0	0	417	871	0
168	135	760	225	0
0	0	781	322	185
143	0	748	397	0
537	156	447	0	148
315	609	146	219	0
177	124	605	383	0
589	131	240	329	0
156	371	256	506	0
147	148	0	241	754
0	340	223	546	181
121	741	145	284	0
927	0	364	0	0
126	0	436	730	0
584	378	212	118	0
166	0	422	704	0
244	310	605	134	0
661	280	352	0	0
193	157	408	535	0
0	0	546	632	115
489	483	137	184	0
135	430	0	728	0
263	0	461	570	0
169	310	270	337	208
0	0	684	324	286
273	326	119	125	451
1294	0	0	0	0
0	135	507	653	0
0	337	160	798	0
0	487	226	300	282
241	315	234	331	174
237	0	368	433	257
285	259	316	436	0
348	287	207	299	155
173	310	298	407	108
1130	166	0	0	0
334	465	0	497	0
0	517	524	256	0
121	0	672	504	0
0	304	619	375	0
0	237	408	470	183
220	467	277	334	0
261	0	495	543	0
0	260	112	927	0
106	502	477	214	0
0	268	493	429	109
168	133	381	617	0
641	0	338	321	0
196	278	272	440	115
0	330	299	673	0
117	108	567	391	120
268	683	117	235	0
709	286	0	308	0
0	190	478	635	0
0	296	416	462	130
0	110	520	674	0
157	143	184	638	183
138	119	209	839	0
397	112	366	222	208
530	231	167	214	163
0	0	582	619	104
0	114	337	691	163
547	269	290	200	0
0	0	367	939	0
468	451	263	124	0
489	152	298	171	197
121	134	365	687	0
253	126	174	755	0
0	104	730	475	0
0	0	190	118	1001
396	0	536	378	0
366	546	129	269	0
155	156	261	400	338
184	807	196	124	0
0	325	585	401	0
573	739	0	0	0
163	375	350	424	0
885	0	286	142	0
210	0	376	229	498
394	162	399	208	151
130	439	200	365	180
142	151	717	305	0
319	154	711	0	131
520	388	116	291	0
916	167	232	0	0
0	128	426	618	143
0	736	407	0	173
326	316	466	208	0
106	294	486	430	0
542	0	258	517	0
328	385	0	0	605
511	173	184	347	103
246	445	247	380	0
135	121	568	331	164
242	256	601	220	0
168	367	434	351	0
0	295	607	418	0
636	0	390	111	183
0	0	561	759	0
0	0	108	0	1213
0	410	370	345	196
148	0	0	0	1175
0	0	0	0	1324
0	266	493	565	0
403	287	173	462	0
886	0	213	226	0
585	0	133	607	0
159	549	281	337	0
129	347	295	403	152
505	297	243	105	177
0	560	423	344	0
0	125	605	598	0
158	347	479	344	0
443	257	287	0	343
0	130	479	721	0
0	343	333	164	491
543	140	238	411	0
0	0	520	539	273
243	0	740	349	0
366	154	169	445	198
0	456	235	537	105
0	323	132	878	0
592	280	179	282	0
595	304	171	263	0
500	351	330	153	0
0	196	485	519	134
0	153	509	527	146
475	255	163	442	0
579	417	340	0	0
153	0	330	330	523
375	0	0	765	197
324	0	439	576	0
347	514	239	239	0
0	155	575	476	133
108	235	437	560	0
489	0	392	135	324
0	0	598	587	156
175	258	654	254	0
462	246	300	195	139
0	0	550	626	166
370	418	107	325	123
457	279	148	272	187
523	148	190	483	0
473	0	208	665	0
127	0	510	710	0
0	132	676	268	271
391	135	296	525	0
0	919	0	156	273
0	0	442	737	170
516	277	174	383	0
284	237	473	356	0
305	138	280	494	135
657	221	155	319	0
0	129	737	486	0
586	261	0	353	153
0	425	167	761	0
197	267	324	565	0
392	254	391	316	0
135	447	0	260	512
175	183	470	0	527
573	0	210	231	343
580	560	0	217	0
313	297	469	132	147
149	152	113	499	447
572	399	172	219	0
0	177	873	312	0
476	385	116	386	0
125	510	515	214	0
0	526	210	459	172
207	437	724	0	0
0	320	453	434	162
168	1203	0	0	0
0	216	238	737	181
142	131	590	510	0
267	377	288	330	111
0	546	528	134	166
1375	0	0	0	0
249	494	296	336	0
321	237	228	455	135
0	324	697	356	0
311	673	0	198	196
0	839	438	101	0
348	333	135	386	176
110	0	202	200	869
1236	0	0	145	0
0	224	318	840	0
0	585	501	123	174
332	134	213	514	191
120	175	532	206	351
0	384	347	654	0
802	583	0	0	0
165	135	255	686	144
107	453	293	532	0
0	1038	139	208	0
0	129	700	364	192
692	237	0	339	118
0	256	347	783	0
0	130	462	629	165
721	520	145	0	0
328	445	330	284	0
130	136	908	214	0
0	0	435	584	369
0	374	335	679	0
0	0	0	0	1389
1254	135	0	0	0
108	478	126	677	0
625	196	0	568	0
0	0	397	450	543
797	441	152	0	0
427	0	499	275	190
0	425	262	582	122
408	115	248	620	0
166	0	207	228	790
750	228	103	312	0
0	615	112	560	106
365	180	168	518	163
164	259	432	539	0
0	455	731	208	0
452	485	185	272	0
0	121	238	1036	0
131	254	446	564	0
349	0	198	849	0
796	430	171	0	0
122	0	551	724	0
0	0	0	0	1398
0	0	350	853	196
348	294	428	329	0
146	0	528	367	358
137	0	347	734	182
345	308	333	414	0
123	127	503	503	144
0	0	591	810	0
380	514	0	507	0
0	533	0	869	0
234	668	397	103	0
0	0	405	808	190
0	939	158	308	0
558	223	267	357	0
169	292	344	111	491
326	146	362	436	138
149	144	599	517	0
0	0	0	0	1409
105	0	182	103	1020
250	590	258	126	187
0	597	299	339	176
213	220	195	474	309
137	426	289	139	420
0	309	253	643	207
552	160	329	202	169
0	166	289	957	0
153	146	746	0	369
138	308	382	586	0
446	614	173	181	0
397	502	406	110	0
181	439	511	108	176
0	116	0	0	1299
0	760	176	479	0
576	487	216	137	0
0	342	553	521	0
0	0	466	624	327
227	544	388	259	0
0	323	498	597	0
315	202	318	583	0
0	311	346	435	326
131	138	158	113	878
258	274	346	367	174
325	427	253	415	0
154	0	508	591	167
431	122	438	279	151
398	369	465	0	191
0	333	301	571	218
506	0	130	787	0
127	386	163	552	195
0	0	630	794	0
487	159	468	310	0
374	261	419	189	181
262	284	263	436	179
349	216	312	548	0
695	230	387	114	0
226	510	219	471	0
178	323	129	599	199
0	0	0	0	1429
144	478	384	424	0
0	1431	0	0	0
112	0	309	902	109
148	0	690	596	0
1435	0	0	0	0
252	386	222	229	346
279	552	289	316	0
101	778	0	557	0
0	0	0	0	1436
182	278	483	316	177
0	461	336	640	0
147	507	153	630	0
942	189	306	0	0
313	155	588	382	0
196	559	292	391	0
0	184	323	468	465
162	164	517	597	0
0	221	428	791	0
238	194	467	542	0
604	130	200	507	0
295	0	512	635	0
379	259	362	442	0
0	0	225	847	371
0	0	907	537	0
0	437	641	221	145
495	679	142	128	0
137	110	634	262	301
0	222	906	316	0
0	640	253	552	0
0	753	424	268	0
0	0	1022	423	0
0	938	152	220	136
127	236	434	502	148
0	367	222	858	0
353	142	644	308	0
307	280	374	292	197
268	295	364	0	523
