T	B	Gr	NK_56	NK_16
0	150	112	0	0
0	143	0	119	0
262	0	0	0	0
0	263	0	0	0
0	150	113	0	0
138	0	125	0	0
0	263	0	0	0
0	159	0	104	0
0	148	0	115	0
0	0	149	114	0
263	0	0	0	0
0	0	0	108	155
0	0	142	121	0
144	0	0	119	0
263	0	0	0	0
0	150	0	113	0
0	140	0	123	0
144	0	0	119	0
0	0	0	263	0
0	263	0	0	0
0	263	0	0	0
111	0	152	0	0
0	263	0	0	0
126	0	0	137	0
146	0	0	117	0
0	0	0	263	0
142	0	0	121	0
263	0	0	0	0
0	0	138	125	0
0	0	0	127	136
119	144	0	0	0
263	0	0	0	0
0	0	106	0	157
0	263	0	0	0
124	0	139	0	0
128	135	0	0	0
156	0	107	0	0
0	263	0	0	0
152	0	0	111	0
112	151	0	0	0
0	130	0	133	0
146	0	0	117	0
108	155	0	0	0
137	127	0	0	0
0	264	0	0	0
0	0	0	264	0
0	156	0	0	108
0	0	159	105	0
264	0	0	0	0
0	0	0	264	0
0	0	0	122	142
128	136	0	0	0
0	0	264	0	0
0	264	0	0	0
0	264	0	0	0
0	159	105	0	0
0	264	0	0	0
0	264	0	0	0
0	134	0	130	0
0	127	0	0	137
0	0	0	264	0
116	148	0	0	0
264	0	0	0	0
141	123	0	0	0
114	0	0	0	150
0	0	154	110	0
0	264	0	0	0
264	0	0	0	0
0	264	0	0	0
0	138	0	126	0
0	0	119	0	145
0	119	145	0	0
0	119	145	0	0
149	0	115	0	0
0	265	0	0	0
107	158	0	0	0
0	145	0	120	0
0	0	0	265	0
138	127	0	0	0
0	265	0	0	0
0	128	137	0	0
0	0	265	0	0
0	265	0	0	0
0	265	0	0	0
132	0	0	0	133
0	116	0	0	149
0	0	265	0	0
150	0	115	0	0
0	111	0	154	0
0	265	0	0	0
153	112	0	0	0
159	0	106	0	0
124	141	0	0	0
131	134	0	0	0
0	0	265	0	0
0	0	133	132	0
0	0	0	265	0
0	161	104	0	0
0	105	0	0	160
0	265	0	0	0
130	135	0	0	0
150	0	0	115	0
0	0	265	0	0
0	0	157	108	0
115	150	0	0	0
0	150	0	115	0
0	0	0	108	157
0	265	0	0	0
0	122	143	0	0
0	0	0	118	147
145	120	0	0	0
0	265	0	0	0
0	0	153	112	0
0	137	0	128	0
122	143	0	0	0
0	265	0	0	0
102	163	0	0	0
0	0	0	265	0
0	0	265	0	0
140	126	0	0	0
0	157	0	109	0
0	266	0	0	0
0	0	109	157	0
0	0	135	131	0
139	127	0	0	0
0	0	108	0	158
139	0	127	0	0
0	143	0	123	0
0	266	0	0	0
0	155	111	0	0
0	0	266	0	0
0	143	0	123	0
145	121	0	0	0
108	158	0	0	0
0	266	0	0	0
114	0	0	152	0
0	0	133	133	0
0	104	162	0	0
0	0	0	266	0
0	111	0	155	0
143	0	123	0	0
124	0	0	0	142
0	101	165	0	0
157	0	0	0	109
0	152	0	114	0
0	0	0	266	0
0	138	0	128	0
0	101	165	0	0
266	0	0	0	0
153	0	113	0	0
0	125	0	0	141
135	131	0	0	0
0	139	0	127	0
0	107	0	0	159
160	106	0	0	0
0	144	0	122	0
266	0	0	0	0
140	126	0	0	0
266	0	0	0	0
0	0	114	152	0
137	129	0	0	0
0	0	266	0	0
0	266	0	0	0
0	0	0	117	149
158	0	0	108	0
0	0	159	107	0
131	135	0	0	0
0	128	138	0	0
128	139	0	0	0
0	143	0	124	0
0	162	105	0	0
0	267	0	0	0
0	0	144	123	0
0	0	0	267	0
0	0	267	0	0
0	0	146	121	0
0	267	0	0	0
267	0	0	0	0
0	267	0	0	0
0	146	0	121	0
127	140	0	0	0
267	0	0	0	0
0	136	0	131	0
0	0	164	103	0
0	0	267	0	0
119	0	0	0	148
0	141	0	0	126
0	0	113	0	154
0	0	267	0	0
156	0	0	111	0
267	0	0	0	0
0	163	104	0	0
139	128	0	0	0
146	121	0	0	0
0	135	132	0	0
0	267	0	0	0
0	267	0	0	0
0	267	0	0	0
143	0	124	0	0
0	139	0	128	0
0	0	0	267	0
0	0	0	267	0
0	134	0	0	133
0	0	267	0	0
0	267	0	0	0
0	0	0	267	0
154	113	0	0	0
0	114	153	0	0
0	0	123	0	144
267	0	0	0	0
0	151	0	116	0
0	146	0	121	0
0	0	117	0	150
0	267	0	0	0
268	0	0	0	0
268	0	0	0	0
0	0	127	141	0
0	268	0	0	0
142	126	0	0	0
0	268	0	0	0
0	268	0	0	0
0	0	268	0	0
0	268	0	0	0
0	134	134	0	0
0	124	144	0	0
140	128	0	0	0
159	0	109	0	0
122	0	0	0	146
0	268	0	0	0
0	124	144	0	0
0	268	0	0	0
148	120	0	0	0
0	0	160	108	0
0	122	0	0	146
0	137	0	131	0
0	268	0	0	0
0	268	0	0	0
134	0	134	0	0
0	0	0	268	0
0	0	268	0	0
0	0	0	268	0
0	115	153	0	0
101	167	0	0	0
268	0	0	0	0
128	140	0	0	0
0	0	0	268	0
0	0	166	103	0
0	0	269	0	0
0	0	0	269	0
0	269	0	0	0
0	110	0	0	159
0	0	0	269	0
269	0	0	0	0
0	269	0	0	0
269	0	0	0	0
0	269	0	0	0
0	0	166	103	0
0	127	0	142	0
0	269	0	0	0
154	115	0	0	0
0	0	105	0	164
137	132	0	0	0
0	138	0	131	0
0	163	0	106	0
0	269	0	0	0
0	0	152	117	0
0	269	0	0	0
138	131	0	0	0
269	0	0	0	0
0	128	0	141	0
0	0	0	269	0
269	0	0	0	0
115	0	154	0	0
0	0	155	114	0
0	269	0	0	0
0	0	145	124	0
0	112	157	0	0
0	154	115	0	0
269	0	0	0	0
123	0	0	0	146
0	0	105	0	164
0	101	168	0	0
0	269	0	0	0
0	151	0	118	0
0	269	0	0	0
0	150	0	119	0
0	0	0	269	0
270	0	0	0	0
270	0	0	0	0
155	0	115	0	0
154	116	0	0	0
0	146	0	124	0
0	0	150	120	0
159	0	0	111	0
270	0	0	0	0
0	270	0	0	0
0	0	0	270	0
0	0	132	138	0
0	0	126	144	0
0	145	0	125	0
0	0	270	0	0
0	0	0	0	270
0	0	270	0	0
153	0	0	117	0
0	0	0	270	0
0	270	0	0	0
0	270	0	0	0
0	0	158	112	0
0	0	150	0	120
270	0	0	0	0
0	0	0	107	163
270	0	0	0	0
0	0	141	129	0
0	0	0	270	0
0	0	123	0	147
143	0	0	127	0
156	0	0	114	0
107	0	0	163	0
270	0	0	0	0
0	0	157	113	0
0	0	271	0	0
0	0	145	126	0
165	0	0	106	0
0	141	0	0	130
135	136	0	0	0
0	271	0	0	0
0	0	0	115	156
0	131	0	140	0
0	0	271	0	0
0	0	0	149	122
0	0	0	271	0
0	108	163	0	0
0	0	166	105	0
0	0	0	271	0
0	271	0	0	0
0	147	0	124	0
0	0	139	132	0
0	0	0	271	0
0	0	149	122	0
0	114	0	0	157
0	131	0	0	140
0	0	0	271	0
145	126	0	0	0
271	0	0	0	0
147	0	0	124	0
0	0	102	0	169
0	0	0	271	0
0	0	0	114	157
0	271	0	0	0
0	122	0	0	149
159	0	0	112	0
0	142	0	129	0
0	110	161	0	0
0	0	157	114	0
0	0	271	0	0
0	154	0	117	0
0	0	0	271	0
142	129	0	0	0
271	0	0	0	0
0	271	0	0	0
0	271	0	0	0
149	123	0	0	0
0	272	0	0	0
272	0	0	0	0
0	0	0	272	0
0	141	0	131	0
0	0	0	272	0
0	272	0	0	0
0	145	0	127	0
0	160	0	112	0
272	0	0	0	0
148	124	0	0	0
0	159	0	113	0
136	136	0	0	0
139	0	0	133	0
0	153	0	119	0
0	0	272	0	0
0	157	0	115	0
125	0	147	0	0
114	0	158	0	0
0	0	143	129	0
0	0	0	272	0
145	127	0	0	0
0	272	0	0	0
0	0	169	103	0
0	272	0	0	0
0	0	0	0	272
0	0	0	272	0
0	272	0	0	0
0	272	0	0	0
0	0	0	105	168
0	0	158	115	0
150	123	0	0	0
0	0	144	129	0
133	0	0	140	0
0	273	0	0	0
0	273	0	0	0
0	153	0	120	0
140	133	0	0	0
273	0	0	0	0
0	273	0	0	0
0	273	0	0	0
0	273	0	0	0
0	149	0	124	0
273	0	0	0	0
0	0	0	273	0
143	130	0	0	0
0	0	0	273	0
0	0	162	111	0
0	132	0	141	0
0	0	0	273	0
0	273	0	0	0
0	0	0	273	0
0	273	0	0	0
161	0	112	0	0
134	139	0	0	0
127	146	0	0	0
0	0	0	120	153
132	0	141	0	0
0	0	0	273	0
273	0	0	0	0
160	0	0	113	0
136	0	0	0	137
0	0	0	0	273
0	157	116	0	0
0	0	0	106	167
273	0	0	0	0
0	273	0	0	0
0	273	0	0	0
0	0	157	116	0
0	273	0	0	0
0	0	0	273	0
0	0	0	273	0
0	128	0	0	145
0	123	0	150	0
0	157	0	116	0
0	274	0	0	0
0	0	0	274	0
274	0	0	0	0
274	0	0	0	0
0	0	119	155	0
0	274	0	0	0
0	0	274	0	0
0	0	0	274	0
0	0	274	0	0
0	0	135	139	0
0	274	0	0	0
127	147	0	0	0
0	0	0	135	139
0	0	0	108	166
0	0	0	108	166
0	0	0	274	0
274	0	0	0	0
0	274	0	0	0
0	274	0	0	0
274	0	0	0	0
0	0	274	0	0
138	136	0	0	0
0	0	153	121	0
118	0	0	0	156
0	0	160	114	0
120	154	0	0	0
274	0	0	0	0
0	0	0	274	0
274	0	0	0	0
0	158	0	116	0
0	274	0	0	0
0	143	131	0	0
0	0	161	113	0
0	139	0	0	136
0	106	169	0	0
0	0	110	0	165
0	0	110	0	165
144	0	0	131	0
0	0	0	275	0
0	275	0	0	0
0	275	0	0	0
0	275	0	0	0
0	131	0	0	144
117	158	0	0	0
0	275	0	0	0
116	159	0	0	0
0	0	0	275	0
275	0	0	0	0
275	0	0	0	0
130	0	0	145	0
137	0	0	138	0
0	0	161	114	0
115	160	0	0	0
142	133	0	0	0
147	0	0	128	0
0	173	102	0	0
0	0	275	0	0
0	0	0	114	161
275	0	0	0	0
146	129	0	0	0
0	0	0	275	0
106	0	0	169	0
275	0	0	0	0
143	132	0	0	0
0	0	165	110	0
0	0	0	104	171
132	143	0	0	0
0	146	0	129	0
0	275	0	0	0
144	131	0	0	0
118	0	0	0	157
275	0	0	0	0
275	0	0	0	0
0	275	0	0	0
152	123	0	0	0
0	107	0	168	0
0	0	174	101	0
108	0	167	0	0
0	0	154	121	0
0	110	166	0	0
0	0	276	0	0
157	119	0	0	0
0	149	0	127	0
0	0	276	0	0
0	0	155	0	121
146	0	130	0	0
0	276	0	0	0
0	276	0	0	0
0	113	0	163	0
0	0	0	276	0
0	276	0	0	0
145	131	0	0	0
148	128	0	0	0
0	0	146	130	0
0	0	276	0	0
276	0	0	0	0
147	129	0	0	0
0	0	156	0	120
0	276	0	0	0
0	0	164	112	0
111	0	165	0	0
276	0	0	0	0
0	0	0	276	0
0	106	170	0	0
0	173	0	103	0
112	164	0	0	0
0	0	143	133	0
0	0	276	0	0
103	0	0	0	173
0	0	150	126	0
0	276	0	0	0
0	277	0	0	0
0	0	0	109	168
0	0	0	277	0
145	132	0	0	0
0	159	0	118	0
277	0	0	0	0
0	0	104	173	0
277	0	0	0	0
277	0	0	0	0
0	0	0	0	277
0	0	0	0	277
0	277	0	0	0
277	0	0	0	0
277	0	0	0	0
0	132	145	0	0
116	161	0	0	0
0	144	133	0	0
277	0	0	0	0
0	0	170	107	0
0	277	0	0	0
0	0	0	108	169
0	277	0	0	0
172	0	0	105	0
277	0	0	0	0
0	0	277	0	0
126	151	0	0	0
0	163	114	0	0
0	0	151	126	0
0	0	0	277	0
0	277	0	0	0
278	0	0	0	0
0	278	0	0	0
0	0	278	0	0
0	278	0	0	0
116	162	0	0	0
0	0	165	113	0
136	142	0	0	0
0	0	278	0	0
0	278	0	0	0
0	0	131	0	147
278	0	0	0	0
0	0	0	0	278
0	157	0	121	0
0	0	0	278	0
145	0	0	133	0
0	0	168	110	0
118	0	0	160	0
0	0	115	163	0
0	141	137	0	0
0	0	0	109	169
0	278	0	0	0
0	278	0	0	0
0	0	0	278	0
0	0	175	0	103
133	145	0	0	0
0	137	0	141	0
121	0	0	0	157
278	0	0	0	0
125	0	154	0	0
0	0	279	0	0
0	0	134	145	0
142	137	0	0	0
0	116	163	0	0
157	0	0	122	0
120	0	0	0	159
0	109	0	170	0
0	154	0	125	0
0	279	0	0	0
0	0	0	279	0
0	279	0	0	0
0	111	0	0	168
279	0	0	0	0
152	127	0	0	0
0	0	168	111	0
0	279	0	0	0
0	0	157	122	0
0	0	145	134	0
0	0	0	155	124
279	0	0	0	0
0	279	0	0	0
0	0	0	0	279
128	151	0	0	0
0	0	0	279	0
0	126	0	153	0
0	134	0	145	0
0	0	172	107	0
0	0	279	0	0
0	0	165	114	0
0	279	0	0	0
279	0	0	0	0
0	279	0	0	0
160	0	119	0	0
0	0	0	158	121
0	134	145	0	0
0	0	110	169	0
279	0	0	0	0
0	118	161	0	0
0	0	0	106	174
0	0	0	108	172
280	0	0	0	0
0	163	0	117	0
153	0	127	0	0
0	0	0	280	0
280	0	0	0	0
0	113	0	0	167
0	0	0	143	137
0	0	161	119	0
133	147	0	0	0
0	0	0	280	0
154	126	0	0	0
0	0	0	147	133
0	0	150	130	0
145	0	135	0	0
0	151	129	0	0
0	169	111	0	0
147	133	0	0	0
0	280	0	0	0
0	0	0	0	280
0	0	0	127	153
0	132	148	0	0
0	0	159	121	0
0	122	0	0	158
0	101	0	0	179
0	0	0	280	0
0	280	0	0	0
0	0	280	0	0
0	0	113	167	0
179	101	0	0	0
280	0	0	0	0
0	280	0	0	0
0	281	0	0	0
0	281	0	0	0
0	0	281	0	0
0	281	0	0	0
0	281	0	0	0
0	159	122	0	0
119	0	0	0	162
0	0	0	281	0
157	124	0	0	0
0	177	0	104	0
0	168	0	113	0
0	0	281	0	0
281	0	0	0	0
162	119	0	0	0
0	281	0	0	0
0	174	107	0	0
0	151	0	130	0
0	0	116	165	0
0	156	125	0	0
154	0	127	0	0
0	281	0	0	0
143	138	0	0	0
0	0	0	132	149
127	0	154	0	0
0	0	158	123	0
0	281	0	0	0
0	161	120	0	0
0	281	0	0	0
0	0	0	127	154
0	0	175	107	0
0	0	282	0	0
0	0	0	282	0
0	282	0	0	0
0	282	0	0	0
149	133	0	0	0
282	0	0	0	0
0	0	167	0	115
0	143	0	139	0
0	0	169	113	0
0	105	177	0	0
0	282	0	0	0
0	0	0	115	167
0	0	0	138	144
282	0	0	0	0
139	0	0	143	0
0	282	0	0	0
0	0	282	0	0
0	0	0	282	0
0	0	0	0	282
0	153	0	129	0
0	0	152	130	0
0	0	105	177	0
0	282	0	0	0
127	0	0	0	155
0	0	0	118	164
0	282	0	0	0
0	282	0	0	0
0	0	154	128	0
114	0	168	0	0
0	160	0	122	0
282	0	0	0	0
157	0	0	126	0
165	0	0	118	0
0	0	283	0	0
283	0	0	0	0
0	139	0	144	0
0	0	147	136	0
283	0	0	0	0
0	283	0	0	0
0	160	0	123	0
119	164	0	0	0
0	283	0	0	0
0	283	0	0	0
0	154	0	129	0
148	135	0	0	0
0	0	0	0	283
283	0	0	0	0
0	0	169	114	0
0	169	0	114	0
0	0	0	0	283
0	0	118	0	165
283	0	0	0	0
0	283	0	0	0
0	0	127	0	156
0	142	0	141	0
144	0	139	0	0
0	283	0	0	0
0	174	0	109	0
283	0	0	0	0
0	283	0	0	0
110	0	173	0	0
128	155	0	0	0
0	0	0	0	283
159	124	0	0	0
161	0	0	122	0
0	0	0	113	170
0	0	169	114	0
0	0	112	171	0
0	284	0	0	0
0	284	0	0	0
112	172	0	0	0
160	0	0	124	0
120	0	164	0	0
0	145	0	0	139
284	0	0	0	0
0	0	0	108	176
0	0	0	284	0
0	0	284	0	0
0	0	0	284	0
0	129	155	0	0
284	0	0	0	0
0	123	161	0	0
0	0	110	174	0
0	284	0	0	0
0	0	120	164	0
0	127	0	0	157
0	0	0	284	0
0	284	0	0	0
0	0	0	118	166
0	284	0	0	0
152	0	132	0	0
0	284	0	0	0
0	126	0	0	158
157	0	0	127	0
284	0	0	0	0
0	284	0	0	0
0	0	143	141	0
0	0	115	0	169
0	284	0	0	0
0	284	0	0	0
0	284	0	0	0
0	0	125	0	160
0	154	0	0	131
155	130	0	0	0
0	115	170	0	0
285	0	0	0	0
0	0	102	0	183
0	157	128	0	0
0	0	103	0	182
0	0	0	109	176
0	285	0	0	0
285	0	0	0	0
0	285	0	0	0
285	0	0	0	0
0	0	165	120	0
0	0	156	129	0
0	285	0	0	0
144	141	0	0	0
0	285	0	0	0
285	0	0	0	0
0	0	172	113	0
0	0	0	119	166
0	145	140	0	0
0	285	0	0	0
0	150	0	0	135
169	0	0	116	0
120	0	0	0	166
128	158	0	0	0
0	0	286	0	0
0	0	0	103	183
152	0	134	0	0
0	0	0	286	0
286	0	0	0	0
0	165	0	121	0
0	160	0	126	0
0	286	0	0	0
286	0	0	0	0
0	286	0	0	0
0	107	179	0	0
286	0	0	0	0
0	153	133	0	0
0	286	0	0	0
0	161	0	125	0
286	0	0	0	0
286	0	0	0	0
0	139	0	0	147
0	107	0	0	179
139	147	0	0	0
0	111	175	0	0
0	156	130	0	0
0	116	170	0	0
0	0	0	118	168
286	0	0	0	0
149	0	0	0	137
286	0	0	0	0
0	0	167	119	0
0	111	175	0	0
159	0	0	127	0
0	0	143	143	0
286	0	0	0	0
286	0	0	0	0
0	0	0	286	0
0	164	0	123	0
0	287	0	0	0
145	142	0	0	0
0	0	0	153	134
140	0	0	147	0
0	140	0	0	147
0	0	287	0	0
0	170	0	117	0
156	0	0	131	0
0	0	179	108	0
0	0	167	120	0
287	0	0	0	0
0	287	0	0	0
0	0	179	108	0
0	287	0	0	0
0	287	0	0	0
0	0	0	104	183
130	0	157	0	0
0	0	287	0	0
0	0	287	0	0
0	168	0	119	0
0	0	287	0	0
0	142	0	0	145
0	132	0	0	155
142	145	0	0	0
0	171	116	0	0
0	287	0	0	0
0	0	287	0	0
0	0	104	183	0
0	0	179	108	0
287	0	0	0	0
0	131	0	0	156
0	0	179	108	0
152	0	0	135	0
0	0	164	123	0
0	0	185	102	0
0	174	0	114	0
0	163	0	125	0
0	151	137	0	0
0	0	0	0	288
0	0	0	0	288
0	288	0	0	0
0	0	130	0	158
0	152	136	0	0
0	0	288	0	0
0	0	0	130	158
0	156	132	0	0
0	0	182	106	0
0	134	0	0	154
0	0	175	113	0
0	288	0	0	0
131	157	0	0	0
288	0	0	0	0
0	123	165	0	0
170	118	0	0	0
0	0	0	288	0
0	0	0	288	0
0	0	172	116	0
0	0	0	0	288
0	288	0	0	0
0	0	0	129	160
0	0	118	0	171
0	150	0	0	139
0	0	0	0	289
0	0	0	113	176
0	0	180	109	0
167	122	0	0	0
0	135	0	0	154
0	0	112	177	0
0	117	0	0	172
0	289	0	0	0
0	0	105	0	184
289	0	0	0	0
0	162	0	127	0
289	0	0	0	0
157	132	0	0	0
0	0	289	0	0
0	0	0	289	0
0	164	0	125	0
0	289	0	0	0
165	124	0	0	0
145	144	0	0	0
0	289	0	0	0
0	289	0	0	0
0	179	0	111	0
0	0	174	116	0
0	143	147	0	0
167	123	0	0	0
0	290	0	0	0
0	290	0	0	0
0	129	0	0	161
0	180	110	0	0
290	0	0	0	0
109	0	0	0	181
0	0	0	0	290
0	133	0	157	0
0	0	0	290	0
0	0	186	104	0
144	0	146	0	0
172	0	0	118	0
0	290	0	0	0
0	0	116	0	174
0	0	0	290	0
290	0	0	0	0
129	0	0	0	161
0	0	0	111	179
0	117	0	0	173
290	0	0	0	0
0	124	0	0	166
148	0	0	142	0
147	143	0	0	0
0	0	290	0	0
0	169	0	121	0
0	187	103	0	0
165	0	125	0	0
290	0	0	0	0
0	0	0	290	0
0	0	165	125	0
0	290	0	0	0
0	0	290	0	0
0	136	154	0	0
165	125	0	0	0
0	0	177	113	0
0	0	168	122	0
0	290	0	0	0
0	0	0	125	165
160	0	0	130	0
0	0	160	131	0
0	138	153	0	0
150	0	0	141	0
153	0	0	0	138
0	160	0	131	0
0	156	135	0	0
0	0	141	0	150
0	0	137	0	154
0	0	177	114	0
0	0	175	116	0
0	163	0	128	0
125	0	166	0	0
136	155	0	0	0
0	0	0	115	176
0	291	0	0	0
291	0	0	0	0
0	0	0	131	160
0	0	0	291	0
0	0	175	116	0
0	0	291	0	0
0	0	291	0	0
0	0	174	117	0
0	291	0	0	0
0	130	161	0	0
0	0	140	151	0
0	0	291	0	0
0	291	0	0	0
0	172	0	119	0
0	291	0	0	0
0	0	0	291	0
291	0	0	0	0
0	158	133	0	0
0	291	0	0	0
139	0	0	0	152
168	0	0	124	0
0	292	0	0	0
0	165	127	0	0
0	164	128	0	0
152	140	0	0	0
292	0	0	0	0
0	292	0	0	0
157	0	0	135	0
0	0	159	0	133
292	0	0	0	0
0	0	292	0	0
0	292	0	0	0
0	0	168	124	0
0	292	0	0	0
131	0	161	0	0
168	0	0	124	0
0	292	0	0	0
0	117	175	0	0
0	0	0	0	293
187	0	106	0	0
0	0	0	133	160
0	293	0	0	0
0	0	159	134	0
0	124	0	0	169
0	153	0	140	0
150	143	0	0	0
0	0	157	136	0
0	0	293	0	0
0	115	178	0	0
0	0	0	0	293
293	0	0	0	0
0	121	172	0	0
0	152	0	0	141
0	0	118	0	175
0	293	0	0	0
0	185	0	108	0
146	0	0	0	147
0	145	148	0	0
0	0	175	118	0
0	0	149	144	0
293	0	0	0	0
155	0	0	138	0
0	185	0	108	0
0	0	188	105	0
164	0	0	129	0
170	0	0	123	0
0	293	0	0	0
159	0	134	0	0
0	177	0	117	0
135	159	0	0	0
294	0	0	0	0
0	294	0	0	0
0	0	294	0	0
294	0	0	0	0
294	0	0	0	0
0	0	154	140	0
0	0	0	294	0
0	111	183	0	0
0	0	192	102	0
111	0	0	183	0
122	172	0	0	0
0	0	172	122	0
294	0	0	0	0
0	0	0	112	182
146	0	0	0	148
163	0	0	131	0
0	0	0	0	294
294	0	0	0	0
158	0	0	136	0
0	0	111	0	183
0	294	0	0	0
0	0	0	187	107
0	294	0	0	0
161	0	0	133	0
138	0	0	0	156
0	0	294	0	0
294	0	0	0	0
0	0	0	295	0
0	0	0	295	0
0	164	0	131	0
155	0	140	0	0
0	129	0	0	166
169	126	0	0	0
0	174	121	0	0
295	0	0	0	0
0	0	295	0	0
0	117	0	0	178
0	0	0	0	295
295	0	0	0	0
0	0	295	0	0
0	295	0	0	0
295	0	0	0	0
157	138	0	0	0
0	139	156	0	0
181	0	0	114	0
0	295	0	0	0
0	0	0	128	167
0	162	133	0	0
0	147	0	148	0
295	0	0	0	0
0	0	295	0	0
0	0	295	0	0
295	0	0	0	0
148	147	0	0	0
0	295	0	0	0
0	0	179	116	0
0	124	0	0	171
0	0	174	121	0
0	0	0	182	113
133	162	0	0	0
171	124	0	0	0
0	145	150	0	0
0	137	0	0	158
0	0	184	111	0
0	0	0	117	178
152	143	0	0	0
0	0	0	112	183
191	0	104	0	0
132	163	0	0	0
0	0	183	112	0
0	0	183	112	0
0	0	143	152	0
0	0	0	0	295
0	0	188	107	0
160	0	136	0	0
0	104	192	0	0
0	189	0	107	0
0	0	123	173	0
0	153	0	0	143
0	0	188	108	0
0	0	296	0	0
0	0	179	117	0
0	0	0	158	138
0	0	160	136	0
296	0	0	0	0
0	0	296	0	0
296	0	0	0	0
0	108	188	0	0
0	0	0	296	0
0	0	186	110	0
296	0	0	0	0
0	0	151	145	0
0	0	0	130	166
172	124	0	0	0
0	113	183	0	0
0	122	0	0	174
0	0	0	0	296
0	0	297	0	0
0	0	0	0	297
0	152	145	0	0
297	0	0	0	0
297	0	0	0	0
0	193	0	104	0
192	105	0	0	0
0	297	0	0	0
297	0	0	0	0
155	0	0	142	0
0	0	0	134	163
0	0	0	297	0
0	0	0	0	297
145	0	152	0	0
0	162	0	135	0
127	170	0	0	0
0	0	297	0	0
160	137	0	0	0
130	0	0	167	0
165	0	0	132	0
0	147	150	0	0
0	172	0	125	0
0	0	297	0	0
0	0	0	102	195
0	0	0	297	0
0	297	0	0	0
0	297	0	0	0
150	0	0	0	147
0	148	149	0	0
151	0	146	0	0
147	150	0	0	0
0	297	0	0	0
0	0	297	0	0
297	0	0	0	0
0	0	298	0	0
0	148	0	150	0
0	298	0	0	0
0	0	115	0	183
0	0	164	134	0
0	298	0	0	0
0	109	0	189	0
0	124	174	0	0
107	0	0	191	0
0	0	0	120	178
298	0	0	0	0
164	134	0	0	0
152	0	0	146	0
0	0	175	123	0
164	134	0	0	0
298	0	0	0	0
0	298	0	0	0
0	171	127	0	0
165	0	133	0	0
0	154	0	144	0
298	0	0	0	0
153	145	0	0	0
0	0	298	0	0
180	0	0	118	0
0	0	298	0	0
298	0	0	0	0
0	147	0	0	151
298	0	0	0	0
298	0	0	0	0
0	0	178	120	0
162	0	0	136	0
0	0	180	118	0
0	182	0	116	0
0	190	0	108	0
0	0	0	298	0
159	0	0	140	0
0	299	0	0	0
0	112	187	0	0
146	153	0	0	0
0	128	171	0	0
0	299	0	0	0
0	125	0	0	174
0	0	111	0	188
106	193	0	0	0
112	187	0	0	0
0	0	107	0	192
0	0	178	121	0
0	299	0	0	0
0	299	0	0	0
157	142	0	0	0
0	0	0	0	299
0	0	198	101	0
0	139	0	160	0
0	0	184	115	0
0	299	0	0	0
0	171	0	128	0
0	0	107	192	0
0	299	0	0	0
0	0	0	299	0
299	0	0	0	0
0	299	0	0	0
299	0	0	0	0
0	0	0	0	300
0	0	0	126	174
0	108	0	192	0
182	118	0	0	0
0	0	178	122	0
0	0	169	131	0
0	128	0	0	172
189	111	0	0	0
0	300	0	0	0
300	0	0	0	0
171	129	0	0	0
195	0	0	105	0
0	0	0	113	187
136	164	0	0	0
165	0	0	135	0
0	144	156	0	0
0	155	145	0	0
0	134	166	0	0
0	0	300	0	0
0	300	0	0	0
0	300	0	0	0
131	0	0	169	0
0	132	0	0	168
173	127	0	0	0
0	0	124	0	176
300	0	0	0	0
0	0	0	300	0
145	155	0	0	0
0	0	0	300	0
0	300	0	0	0
300	0	0	0	0
0	123	0	0	177
0	0	168	133	0
301	0	0	0	0
146	155	0	0	0
0	0	0	301	0
184	0	117	0	0
0	0	186	115	0
0	175	126	0	0
0	0	301	0	0
301	0	0	0	0
301	0	0	0	0
148	0	0	153	0
0	0	199	102	0
186	115	0	0	0
151	150	0	0	0
0	0	301	0	0
301	0	0	0	0
0	0	171	130	0
0	0	0	150	151
102	199	0	0	0
130	0	171	0	0
0	167	0	135	0
124	0	178	0	0
0	0	136	166	0
0	302	0	0	0
0	0	0	0	302
0	201	0	101	0
0	0	302	0	0
302	0	0	0	0
0	302	0	0	0
118	0	184	0	0
0	0	165	0	137
0	179	0	123	0
302	0	0	0	0
0	0	108	194	0
302	0	0	0	0
0	136	0	0	166
0	0	190	0	112
0	112	0	190	0
302	0	0	0	0
0	302	0	0	0
0	302	0	0	0
0	118	0	0	184
0	303	0	0	0
0	0	174	129	0
303	0	0	0	0
0	303	0	0	0
0	190	0	113	0
0	164	0	139	0
0	303	0	0	0
0	0	165	138	0
147	0	156	0	0
303	0	0	0	0
0	147	156	0	0
0	147	0	0	156
303	0	0	0	0
0	303	0	0	0
141	0	0	162	0
189	114	0	0	0
303	0	0	0	0
0	0	152	151	0
0	303	0	0	0
0	143	0	0	160
0	303	0	0	0
138	165	0	0	0
0	0	303	0	0
0	303	0	0	0
0	106	197	0	0
0	130	173	0	0
303	0	0	0	0
0	0	0	176	127
122	0	0	0	181
0	0	303	0	0
0	0	184	120	0
0	304	0	0	0
0	0	0	119	185
159	145	0	0	0
0	203	0	101	0
0	0	177	127	0
0	0	304	0	0
0	200	104	0	0
0	0	166	138	0
0	115	189	0	0
0	0	198	106	0
0	0	190	114	0
165	0	139	0	0
0	107	197	0	0
0	0	304	0	0
133	0	0	0	171
117	0	0	187	0
0	304	0	0	0
127	0	177	0	0
0	143	161	0	0
0	117	187	0	0
